ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
MaI286_153.jpg.png,good,46351101,185598860,318093256,320659563,51650775,46351101,185598860,318093256,320659563,51650775,46833261,181588768,317304606,314647642,52192564,43905193,122028437,273204457,327315146,335760574,44079941,122199417,274231551,327894750,336250079,681184871,632458860,464284034,569267795,676058639,681184871,632458860,464284034,569267795,676058639,679882453,630581030,464365034,568807832,674454722,684948153,650003725,361344489,186725868,197506220,685174181,649982497,361321909,186634312,197421047
MaI286_154.jpg.png,good,44650229,177941088,314868719,314480255,50696546,44650229,177941088,314868719,314480255,50696546,44746209,176251452,315414720,314534860,50408369,42020572,122224852,275127354,326905306,334504779,42147768,122935737,275518860,327800895,335712346,679896537,630688576,464347235,569372583,674624158,679896537,630688576,464347235,569372583,674624158,679158809,630364342,464317186,569234392,673794095,683685478,647622814,361357568,186725718,197507605,684315836,647877927,361331700,186606973,197396230
MaI286_155.jpg.png,good,50177451,257424531,311707527,314159373,64568900,50177451,257424531,311707527,314159373,64568900,50697868,253408052,311138036,311966848,64746790,45245285,217092311,244761916,297049231,310029464,45353496,216924727,245933723,298374055,310773011,678252013,592257197,432203599,529964281,670998008,678252013,592257197,432203599,529964281,670998008,677344014,591576198,432252606,529834066,669888306,682740599,616273475,336369598,173825567,183862166,682861434,616170607,336348287,173751535,183792099
MaI286_156.jpg.png,good,36412916,66021476,324075839,171305494,38967723,36412916,66021476,324075839,171305494,38967723,36677438,66783105,323534571,168571257,39428849,34791312,55987821,325471964,351832410,346188510,34926759,55971240,326353136,353088686,347368977,687774260,666147304,533179449,639241264,683894607,687774260,666147304,533179449,639241264,683894607,687016198,664567297,533026363,637885807,682953843,691148094,672214397,414973864,214400036,226786332,691476909,672433818,414953068,214317022,226707727
MaI286_157.jpg.png,good,44006306,130233184,315662821,254100717,49045518,44006306,130233184,315662821,254100717,49045518,45016387,126976205,314060130,246501361,50100652,41806338,95449348,296328075,333305188,338136312,41841769,95542285,297156389,334263074,338856812,682120144,643500584,492562837,597140953,677130006,682120144,643500584,492562837,597140953,677130006,680772917,640646477,492491336,595509331,675335616,685864724,655993664,383338591,198122342,209556686,686293623,656251963,383315301,198008940,209449828
MaI286_158.jpg.png,good,49267910,192576730,319220284,277048626,55869366,49267910,192576730,319220284,277048626,55869366,49461255,192323939,318912507,276667708,55713400,46414588,149082341,263944190,314387053,324414439,46629302,149267252,265158918,315158325,325506331,675760966,620387584,467788466,566855180,670390796,675760966,620387584,467788466,566855180,670390796,674994125,619731215,467672343,566236942,669538652,679545290,638396219,364147460,188110675,198980937,679824638,638392380,364130586,188032865,198907935
MaI286_159.jpg.png,good,47787673,229415071,319373401,315702144,55102703,47787673,229415071,319373401,315702144,55102703,48508459,224165222,317743566,312897360,56069040,44868335,178125876,246322465,305430390,321850429,44949589,178718430,246903775,306238988,322981963,682270809,615571363,451364093,552876238,676623689,682270809,615571363,451364093,552876238,676623689,681386117,614441206,451341774,552627834,675417336,686325437,637654742,351228643,181530190,192006067,686794247,637824390,351202929,181429690,191912649
MaI286_160.jpg.png,good,39461432,80220627,322961083,212896541,42791745,39461432,80220627,322961083,212896541,42791745,39714122,78216051,322001258,210849504,42981694,37477012,64231048,319262222,348643490,354423485,37500027,64575008,319488752,349448630,355048662,689598416,663907483,519620747,629570707,685309629,689598416,663907483,519620747,629570707,685309629,688730294,662882975,519555174,629202968,684263044,693173336,671687490,404413940,208966964,221034421,693563223,671936730,404394246,208882346,220955156
MaI286_161.jpg.png,good,39227824,105108050,320264837,214746998,43691957,39227824,105108050,320264837,214746998,43691957,40100876,104676827,318910982,205986025,45022630,37068055,82521311,307764947,340741109,341917639,37066857,82901383,308130703,341880392,342624996,689559364,656311736,513671001,618716124,684994661,689559364,656311736,513671001,618716124,684994661,688268628,653037621,513606678,616393167,683230236,693157367,666582565,399773009,206611229,218537313,693525985,666767551,399746451,206515908,218447432
MaI286_162.jpg.png,good,37264654,90801802,302585630,152277180,40977741,37264654,90801802,302585630,152277180,40977741,37650787,91540241,297927520,152380388,41348362,35228915,71803224,309356265,335884536,331239983,35219989,72283947,309452390,337021344,332463618,690050928,661623982,549339112,634660814,685848139,690050928,661623982,549339112,634660814,685848139,689176901,659897943,548906102,632790424,684747352,693388545,670422094,428139817,221190144,233969145,693953239,670866885,428114880,221087508,233872902
MaI286_164.jpg.png,good,50314555,296437095,323472398,327137460,60961545,50314555,296437095,323472398,327137460,60961545,50314511,295769131,324409614,327503072,60613657,46635636,247902892,210329327,278959774,303891515,46853213,247299865,211431633,280478513,305094328,681155251,590646747,426694208,523613332,674760347,681155251,590646747,426694208,523613332,674760347,680506797,590555651,426654592,523547268,674058857,685381142,618675730,332045769,171556610,181464819,685638077,618692221,332033831,171487467,181400606
MaI286_165.jpg.png,good,43446404,119773108,319282838,241778836,48235154,43446404,119773108,319282838,241778836,48235154,44659890,118716227,317679949,230108173,50001443,41327724,92805522,303293114,337234507,342918432,41369503,92968518,303888058,338480115,344133036,689112250,652665826,504401246,610136568,684269982,689112250,652665826,504401246,610136568,684269982,687636360,648434329,504310939,607311377,682214973,692738582,663738026,392576214,202893337,214603718,693214005,664027852,392551838,202783185,214499704
MaI286_166.jpg.png,good,43538988,78422900,321735215,182596276,46407439,43538988,78422900,321735215,182596276,46407439,43912430,78932733,319475107,178673836,46976951,41817310,65676250,324448215,348298464,348128381,41812963,66245057,324665256,348933269,348713102,689348732,665039564,534571317,636284378,685101025,689348732,665039564,534571317,636284378,685101025,688261560,662878235,534439851,634513500,683780371,692778432,671851546,416257707,215090768,227511613,693262111,672090447,416229142,214986381,227415174
MaI286_167.jpg.png,good,42224525,182925215,313268611,290586064,50826298,42224525,182925215,313268611,290586064,50826298,44159023,176993262,313241544,277974505,53258786,39021927,137382740,269774912,318621843,329889668,39109675,137688407,270275079,318996476,330798026,682866205,626770943,467130731,570743118,677261870,682866205,626770943,467130731,570743118,677261870,681249049,623238454,467042710,569334157,674877860,686711439,644489138,363524186,187860367,198705282,687001863,644635093,363501789,187778692,198627998
MaI286_168.jpg.png,good,44165505,234415360,314048468,310485074,54239026,44165505,234415360,314048468,310485074,54239026,43602432,235549736,316404607,312905836,52986757,40020939,189801654,241906634,300428671,315677499,40139083,190191018,242286932,301317155,316837487,682961917,609207086,446533662,547010872,676836628,682961917,609207086,446533662,547010872,676836628,682538068,609834012,446503857,547272382,676551999,687103829,632852584,347531010,179554077,189925273,687496855,632989342,347513974,179466609,189843215
MaI286_174.jpg.png,good,46501237,183842346,312483364,306839123,51454150,46501237,183842346,312483364,306839123,51454150,46402293,182533846,312733192,307552322,51325698,44182580,131493877,263225709,315373636,327753412,44326730,132388953,264083887,316295796,328248533,671611893,621062256,458439848,561693995,666647632,671611893,621062256,458439848,561693995,666647632,670987713,621047756,458418118,561716420,665958322,675354314,639263153,356714009,184355658,194999200,675839528,639217417,356682087,184236706,194885385
MaI286_175.jpg.png,good,45158654,245579351,324713002,326862570,52641698,45158654,245579351,324713002,326862570,52641698,46246945,236734292,321217699,323761402,54171768,42413633,177062863,237972484,306128832,327152369,42432254,177557543,237940119,307118575,328839324,686837142,619292095,450357068,552441646,681313420,686837142,619292095,450357068,552441646,681313420,685831487,618064732,450355999,552310876,679854452,690739701,642973845,350450144,181099752,191557123,691021752,643128451,350427509,181015683,191476468
MaI286_177.jpg.png,good,46914051,264445386,318397090,317550756,58268477,46914051,264445386,318397090,317550756,58268477,47741626,254266017,313378658,313355513,59627143,42750426,214334525,230242346,292213474,311938936,42998647,214905736,229963884,291951590,312814902,682797841,599633802,436436666,535311962,676097209,682797841,599633802,436436666,535311962,676097209,681355586,598149427,436497032,535043781,674176193,686988242,624612861,339659734,175495382,185630276,687302327,624780050,339644638,175416608,185558850
MaI286_178.jpg.png,good,39757636,76115650,320631328,216358846,43019451,39757636,76115650,320631328,216358846,43019451,40131556,73846417,318527725,214226605,43205187,38125355,62321167,320133418,346377618,355731420,38042865,62661534,320326506,347298381,355879257,689716382,665212438,521056980,631173712,685508051,689716382,665212438,521056980,631173712,685508051,688568488,663926139,521067831,630493955,684165659,693113737,672230503,405563120,209546854,221650224,693482471,672474450,405539660,209455217,221563915
MaI286_179.jpg.png,good,37760434,120933121,313667955,274149019,41726318,37760434,120933121,313667955,274149019,41726318,38592166,120521031,316049648,263574839,42580341,35864666,92987559,293580604,330919690,344329365,36073581,93479532,293913479,331552069,345152074,689377494,653344317,494890727,605079973,685062530,689377494,653344317,494890727,605079973,685062530,688439530,651048053,494830118,603655251,683783463,692793620,664709397,385137410,199000328,210491449,693263125,664884718,385115903,198899655,210398090
MaI286_180.jpg.png,good,43418954,164608024,314384803,302459078,49175176,43418954,164608024,314384803,302459078,49175176,43439627,161669207,312915762,303155870,48876329,40965537,119551738,281917234,327780411,334341748,40996310,119832147,282474450,328591638,336119410,682281980,634480820,471252015,576998482,677252282,682281980,634480820,471252015,576998482,677252282,681407335,634204989,471264794,577137704,676304679,685961729,650231274,366738080,189497683,200441742,686437008,650478131,366713744,189392200,200341530
MaI286_181.jpg.png,good,43503978,173460474,318214743,314834183,48164708,43503978,173460474,318214743,314834183,48164708,44199481,168845977,317586930,309103883,49085324,41347414,114341675,275130997,327916272,340529266,41474710,115006500,275816585,328897577,341153669,686553944,641377678,473660581,580301405,681728654,686553944,641377678,473660581,580301405,681728654,685625551,639670667,473658044,579812641,680445318,690246482,657993223,368583145,190477432,201474840,690707140,658097598,368552071,190361301,201364425
MaI286_182.jpg.png,good,41835730,83071722,317356774,240468830,45342347,41835730,83071722,317356774,240468830,45342347,42395300,82123813,317994067,235611446,45800554,40013265,67296881,316081516,345540330,356697009,40088663,67619213,316711711,346451601,358173695,686274140,660009154,509795670,621522776,681826361,686274140,660009154,509795670,621522776,681826361,685305676,658413095,509791105,620793902,680620400,689870779,667323301,396732648,204966656,216808007,690289883,667518533,396713595,204883935,216732877
MaI286_183.jpg.png,good,41155112,225853366,322663084,312365372,48681898,41155112,225853366,322663084,312365372,48681898,42049259,221310380,320685249,308654182,49574663,38246502,166223570,243557315,307921588,329138160,38386033,166459099,243711645,308502688,329807033,689531054,625201362,459102048,562364346,684052914,689531054,625201362,459102048,562364346,684052914,688507389,623848346,459080463,561878494,682705197,693413332,647195752,357268351,184608880,195268952,693768305,647340457,357252897,184525884,195191579
MaI286_184.jpg.png,good,41045896,108698775,322313006,227861146,44971929,41045896,108698775,322313006,227861146,44971929,41698409,106940151,321665634,223341917,45760165,39075263,82838472,308828493,345032352,346292806,39044445,83098771,309472365,345777431,346851145,687597070,655094961,508458386,615290734,683040929,687597070,655094961,508458386,615290734,683040929,686385599,653119199,508343572,614154537,681486415,691289757,665182482,395712449,204452960,216264012,691490255,665193339,395687695,204383731,216195847
MaI286_186.jpg.png,good,39214129,112415080,315004969,278338482,42850301,39214129,112415080,315004969,278338482,42850301,39566297,110234751,314765335,274519416,43333506,37192706,78021162,303471972,342368922,349376261,37226783,78417064,304147767,343504229,350313053,690093339,658678250,498096281,608891976,685835441,690093339,658678250,498096281,608891976,685835441,688940869,657115503,498059337,608148608,684434212,693362262,669277080,387667576,200270896,211841141,693779895,669540738,387649161,200189373,211766511
MaI286_187.jpg.png,good,48797102,84737272,317500240,198450908,51866193,48797102,84737272,317500240,198450908,51866193,49742409,84626832,315895390,189837408,53177805,47382554,73762823,314308255,338795179,341289189,47482542,74396463,315071779,339907522,342245647,668482678,641854372,506935834,611115566,663951605,668482678,641854372,506935834,611115566,663951605,667188949,638622318,506910320,608784266,662220393,672099698,648829067,394515043,203889925,215659959,672528696,648979187,394486677,203777858,215553639
MaI286_188.jpg.png,good,53355063,196451468,318432805,288998134,59288458,53355063,196451468,318432805,288998134,59288458,53568749,194682005,318866782,286982635,59375612,50887226,148266462,259882304,310619364,327033698,51055361,148842840,260296725,311505765,328458679,663000249,608649116,453158487,553947238,657631280,663000249,608649116,453158487,553947238,657631280,662284927,607963261,453224276,553734275,656797362,666821296,626461314,352719786,182225180,192753174,667206957,626653718,352696333,182139881,192672151
MaI286_189.jpg.png,good,41256982,229664824,322514511,324106582,47925537,41256982,229664824,322514511,324106582,47925537,42200153,221140189,318025034,318088385,49304060,38462908,161319926,243599267,308957120,327696245,38690335,161854715,243859814,309463332,328759827,686681926,624148796,454776739,557839192,681548357,686681926,624148796,454776739,557839192,681548357,685342549,621964367,454819028,557465359,679710962,690302874,646543426,353908817,182898144,193455329,690625151,646603837,353886620,182806016,193368835
MaI286_190.jpg.png,good,38877713,84326149,322966293,214608124,42190059,38877713,84326149,322966293,214608124,42190059,39125193,83523620,323163363,211163704,42508203,37067251,66253310,318590045,350861178,352561961,37165592,66743023,319020167,351690487,353393577,689804065,663763631,518394441,628425030,685670999,689804065,663763631,518394441,628425030,685670999,688888291,662342156,518373687,627581150,684574545,693166731,671755452,403468563,208437368,220481757,693584354,671961521,403442853,208347425,220397233
MaI286_191.jpg.png,good,41565877,103389309,321495378,226589372,45750066,41565877,103389309,321495378,226589372,45750066,42645646,102124796,319347215,217153859,46962465,39661637,80047664,311487963,344252341,345274449,39643701,80224875,311798762,345322193,346225599,690180037,658499825,512063050,619270244,685626412,690180037,658499825,512063050,619270244,685626412,688646822,654931566,512042553,616744593,683578209,693593703,667913462,398519451,205943127,217833281,694165575,668404337,398492170,205819119,217717053
MaI286_192.jpg.png,good,46123755,161475515,321295883,301683604,50951652,46123755,161475515,321295883,301683604,50951652,46359466,157569086,320357309,297675188,51083201,43819398,107095699,287137005,335380948,344667085,43735549,107154318,288006902,336271508,344914857,684836341,642158529,477454511,584511432,679845734,684836341,642158529,477454511,584511432,679845734,683243088,640832980,477678801,584156404,678036537,688479072,657156087,371624843,191995796,203088289,688623253,657086214,371606232,191930774,203026153
MaI286_193.jpg.png,good,46645084,207896136,320892969,315338854,53623360,46645084,207896136,320892969,315338854,53623360,47654600,202711097,319240604,305678367,54741936,43564442,145252164,257689888,315447750,334400352,43704469,145079122,258622767,316625796,335654797,683467244,626253346,460443709,564248740,677882244,683467244,626253346,460443709,564248740,677882244,682011230,623616055,460475650,563291715,675939246,687382280,646380222,358345768,185189998,195878292,687733897,646570508,358327573,185098340,195793251
MaI286_194.jpg.png,good,40741968,115746416,320487149,253817121,45038238,40741968,115746416,320487149,253817121,45038238,41161273,112891514,319911411,249131358,45403486,38563811,81883489,303317283,343697934,348745112,38581698,82341266,303864577,344584658,349358405,684825574,651273814,496799577,605648281,680181002,684825574,651273814,496799577,605648281,680181002,683449957,649658336,496822689,604982564,678563630,688261347,662090117,386686629,199776834,211318128,688725378,662331420,386662887,199681824,211229323
MaI286_195.jpg.png,good,52473338,261030138,315189061,316985071,63877869,52473338,261030138,315189061,316985071,63877869,53064106,254492444,312816974,313334729,64878449,48277981,218138811,241873991,294587204,308175798,48341783,218201213,242671094,295015834,308406492,673416230,589728144,429724193,526920397,666720929,673416230,589728144,429724193,526920397,666720929,672091138,588603438,429838506,526717241,665007805,677637799,613910965,334447361,172827082,182806616,677845889,613956907,334430786,172754142,182737598
MaI286_196.jpg.png,good,44267306,108924415,307913422,282693662,49024328,44267306,108924415,307913422,282693662,49024328,44754036,105051810,308265430,277225776,48940728,42044141,82656245,306607172,341076746,346526770,41942171,83265009,306933899,341901776,347127144,681474204,648155307,489506560,598981538,676504650,681474204,648155307,489506560,598981538,676504650,679413028,646357228,489728198,598318244,674180474,684936487,657970947,380997138,196858576,208227816,685432575,658224065,380977211,196768358,208142560
MaI286_197.jpg.png,good,46110830,218869471,317567477,317026323,54310758,46110830,218869471,317567477,317026323,54310758,47384767,209814917,314185984,307692831,56017912,42628335,155932285,252334143,311583268,328181900,42761665,155660594,252646458,312442933,329071333,679357008,617068183,451450237,553441053,673418324,679357008,617068183,451450237,553441053,673418324,677587143,614184155,451544346,552907255,671037624,683379937,638055513,351337103,181559848,192041644,683563299,638151312,351317444,181484601,191970975
MaI286_198.jpg.png,good,40568838,62192676,327902709,122897584,43212016,40568838,62192676,327902709,122897584,43212016,40963673,61651016,324628068,119744498,43712816,38953512,57010227,336195027,353341037,337540545,39075543,57264651,336244402,353869576,338006048,690557400,669332514,555063269,651078582,686521416,690557400,669332514,555063269,651078582,686521416,689178151,667190804,554943724,649288680,684885698,693859900,674817525,432097403,223251833,236147903,694206729,675021331,432070906,223165846,236066162
MaI286_199.jpg.png,good,49449806,224076375,315381694,317001439,57347709,49449806,224076375,315381694,317001439,57347709,50953402,216266607,313847944,309227558,59120469,46591022,172528277,249583051,304967946,318886040,46990309,172343698,250291589,306240577,319815381,675744272,610193335,446661182,547559919,669991849,675744272,610193335,446661182,547559919,669991849,674219792,608004239,446802178,547159472,667877265,679541430,630920687,347657699,179643812,190015356,679928347,631035984,347641151,179543987,189922711
MaI286_200.jpg.png,good,45259209,200611873,319802138,307749609,49976122,45259209,200611873,319802138,307749609,49976122,45373616,199924519,320696295,306415448,49903463,43227191,143701728,253226385,309812070,329302327,43356031,144316035,254178250,311370285,330065549,677002285,623131477,459499648,562916607,672120120,677002285,623131477,459499648,562916607,672120120,676286414,622602875,459448709,562695854,671309841,680619505,642367152,357595427,184772638,195441687,681144499,642431535,357575446,184667391,195343573
MaI286_201.jpg.png,good,36848565,111479962,309160708,287951199,40706348,36848565,111479962,309160708,287951199,40706348,37859742,111721504,312768902,271146495,41878343,35024052,77361395,299893382,337761974,347095120,35147535,77572992,300881321,338655429,348116791,692123173,659899420,497417116,608208747,687713230,692123173,659899420,497417116,608208747,687713230,690926116,656219836,497391990,606600015,686105449,695591692,670536717,387123906,200062284,211609282,696011167,670705554,387105173,199953631,211508929
MaI286_202.jpg.png,good,36883212,129446266,318848555,289522857,40436208,36883212,129446266,318848555,289522857,40436208,37251315,128442713,318474325,289135599,40813033,35041458,84827679,295069395,342881613,347856657,35145508,85305539,295452781,342667082,347601940,696128208,661365690,496401453,606863435,691908864,696128208,661365690,496401453,606863435,691908864,695695179,660866575,496235079,606555809,691326793,699771446,674351071,386298385,199571761,211102191,699932860,674288241,386282335,199503736,211037690
MaI286_203.jpg.png,good,39394336,116312684,315273538,274974218,42915338,39394336,116312684,315273538,274974218,42915338,40116181,117024541,316640711,263902015,43853491,37520544,79983114,300278825,340146543,347268624,37672809,80217717,300467910,340235825,347844509,687875128,655622480,496529364,606055006,683503926,687875128,655622480,496529364,606055006,683503926,686739971,652654099,496448039,604088331,682001897,691455918,666634138,386418865,199664571,211194626,691705643,666660999,386401422,199591019,211124741
MaI286_204.jpg.png,good,45036019,176334688,325058313,277122890,49974151,45036019,176334688,325058313,277122890,49974151,45225774,175161685,324457665,275101227,50146069,42609231,128181637,274691100,324179402,335687456,42673156,128416090,274720559,325273664,337198844,684478199,635993648,478968001,583040094,679585445,684478199,635993648,478968001,583040094,679585445,683663302,635020049,478866345,582392587,678610297,688229087,653045041,372749870,192619264,203738690,688668960,653424008,372728183,192527908,203655042
MaI286_205.jpg.png,good,36719803,149286797,308875074,319424945,41224435,36719803,149286797,308875074,319424945,41224435,37391522,147174503,310587216,311755479,41918728,34693059,100206500,284055794,334546477,336120396,34894216,100440626,284550797,334776581,336698781,691854201,651095347,480321086,589194755,687454751,691854201,651095347,480321086,589194755,687454751,691076130,649162995,480284090,588739163,686370512,695325573,665691012,373806046,193099781,204257756,695598398,665619884,373795113,193026089,204189817
MaI286_206.jpg.png,good,39118436,182727996,322334776,313698395,43481426,39118436,182727996,322334776,313698395,43481426,39439580,179774271,321639033,312583102,43640021,37001775,121183052,265724096,325436657,338171516,37193230,121272998,265542887,326584481,339046462,689363048,642423076,473068204,580014127,684963568,689363048,642423076,473068204,580014127,684963568,688585832,641891251,473033813,579837604,683998127,692678585,660168758,368188514,190229955,201218504,693150944,660516698,368166719,190126385,201119622
MaI286_207.jpg.png,good,36608408,135155886,311916908,292302148,40378550,36608408,135155886,311916908,292302148,40378550,37103018,133449986,312145653,286698175,40800724,34779980,89156891,284877240,331156087,342695135,34901886,89056923,285357699,331483879,342981063,685010962,648595278,485206036,593754048,680691516,685010962,648595278,485206036,593754048,680691516,684238388,647154474,485154193,593162471,679685226,688684832,661882745,377565970,195070867,206338813,688752434,661858033,377551573,195015701,206285901
MaI286_208.jpg.png,good,43272186,214383900,316529706,315427313,50180239,43272186,214383900,316529706,315427313,50180239,43380828,214266329,317653116,315016457,49808393,40584025,160489833,249132783,308167669,322833785,40797306,161031850,249448005,309027869,324083513,679483518,618463538,453306408,555684955,674255079,679483518,618463538,453306408,555684955,674255079,679027208,618219671,453187334,555528117,673739643,683362233,639175523,352712625,182271297,192795449,683716324,639269176,352688723,182168895,192697215
MaI286_210.jpg.png,good,35234013,54314812,328861329,109529097,37765354,35234013,54314812,328861329,109529097,37765354,35562872,53546975,327002996,106944944,38106964,33703678,50150959,336932441,353803950,337367936,33743517,50473548,337587254,355156949,339304183,694241717,674884152,562920775,658818927,690485084,694241717,674884152,562920775,658818927,690485084,693028672,673103373,562796252,657360146,689043486,697194250,679497887,438234877,226371218,239454200,697733527,679864874,438213506,226271337,239360651
MaI286_211.jpg.png,good,45947742,248354532,326914795,324619468,51322931,45947742,248354532,326914795,324619468,51322931,46414172,240150671,321616961,321314964,52010480,43729401,179591108,223768032,298452658,324582075,43776527,179969893,224449408,299020904,325049709,681547902,616735274,448958543,550379830,676430275,681547902,616735274,448958543,550379830,676430275,680650404,615606945,449017423,550248288,675264036,685356951,640784608,349426680,180582132,191006607,685629655,640750513,349407036,180498092,190926909
MaI286_212.jpg.png,good,43431836,160451910,317282925,316111896,47046892,43431836,160451910,317282925,316111896,47046892,43517622,157352564,316570425,313834801,47172074,41476004,97614247,280456650,332739849,343953941,41608540,97949479,281099757,334085196,345302279,681865076,643146916,475030443,582459856,677381926,681865076,643146916,475030443,582459856,677381926,680962356,642243684,475041597,582222891,676324828,685237992,658185757,369736514,191031755,202065491,685751134,658448173,369714119,190926290,201967837
MaI286_213.jpg.png,good,40965410,161949686,318461598,290912043,46199805,40965410,161949686,318461598,290912043,46199805,41383109,160422596,318747161,286309022,46585225,38847780,119482676,275819961,323748607,339579303,39021948,119546288,276960370,325458694,340823036,689581294,643623412,481618714,589252809,684992479,689581294,643623412,481618714,589252809,684992479,688842757,642381582,481608319,588723860,684050151,692932422,659395336,374890467,193678307,204867941,693358662,659468826,374872416,193591188,204786096
MaI286_214.jpg.png,good,46357344,140850543,324872168,234265865,50782561,46357344,140850543,324872168,234265865,50782561,46526919,140686983,325765025,234513588,51059853,44202848,102205550,296618670,337090391,336152578,44251963,102643783,297098574,337990611,338058891,681422610,642288645,496786290,598725487,676569031,681422610,642288645,496786290,598725487,676569031,681003977,641821057,496672167,598344704,676046949,685265740,655605946,386633298,199781559,211319128,685819143,655884605,386606884,199667229,211212057
MaI286_215.jpg.png,good,48912774,244541687,317734005,323846407,57709543,48912774,244541687,317734005,323846407,57709543,49861016,239182377,316528476,320165105,58906692,45574104,192163537,243481936,303180838,317651185,45790172,192631331,244110811,304182484,318708653,681824692,608495351,442966157,543394213,675656457,681824692,608495351,442966157,543394213,675656457,680920198,607070711,442861892,543097013,674322228,686142268,631749217,344680698,178139098,188420525,686556738,631828713,344663845,178045630,188332603
MaI286_216.jpg.png,good,42470931,102274044,305322040,296899037,46018086,42470931,102274044,305322040,296899037,46018086,42656193,100070888,305095997,296778697,46217346,40604496,74818298,309900215,343254996,346677228,40609958,75071835,310588890,344555110,347615589,687326573,657741672,494795248,606091415,682903826,687326573,657741672,494795248,606091415,682903826,686689437,657230356,494738475,605923889,682145368,690970830,667384356,385075617,198945460,210440272,691302544,667538729,385054294,198861556,210359535
MaI286_217.jpg.png,good,38963058,90414772,315647862,233100373,42714363,38963058,90414772,315647862,233100373,42714363,40022975,90634734,315947770,220810196,44005106,37266641,71281476,309698383,341174081,349171195,37350921,71671073,310409699,342339701,350755804,685925450,657193610,508561460,618451771,681555221,685925450,657193610,508561460,618451771,681555221,684647041,653574938,508528756,616042788,679811146,689331573,665685680,395790323,204541359,216350035,689892919,665948149,395758243,204408725,216225472
MaI286_218.jpg.png,good,44657330,148098519,312457932,302697069,49073538,44657330,148098519,312457932,302697069,49073538,44876137,146553225,313303056,302442854,49427654,42481682,102963113,284748385,331684790,341562140,42597641,103604596,286048653,333205961,342559708,682246036,641847013,477616562,585378575,677478250,682246036,641847013,477616562,585378575,677478250,681525807,641324653,477579754,585184274,676606354,685875012,656315997,371720525,192070066,203163060,686393549,656405622,371694827,191960041,203059842
MaI286_219.jpg.png,good,44037534,191581881,313595595,280748543,54873502,44037534,191581881,313595595,280748543,54873502,44369006,188845007,312055817,275520954,55242355,40029615,152539567,272382407,318008623,325530388,40178031,152416700,273235217,319068401,326665725,681803808,618856679,463509021,564877323,675564602,681803808,618856679,463509021,564877323,675564602,680617342,617059941,463600025,564076286,674112027,685881055,636976419,360756681,186395657,197161284,686074887,636909022,360740565,186320485,197092417
MaI286_220.jpg.png,good,33836099,68112996,313951058,148789553,36956256,33836099,68112996,313951058,148789553,36956256,34070297,67329458,312284321,145787033,37147775,32029772,56861828,319195014,344649375,340616680,31983215,56966618,319697359,345928914,342630040,689763449,666529614,545851930,642407205,685866008,689763449,666529614,545851930,642407205,685866008,688607911,664775984,545740089,641129003,684499173,692754144,673096856,425207214,219667387,232360856,693409413,673685842,425180033,219555464,232255794
MaI286_221.jpg.png,good,44252636,184225777,317712367,285610625,52034041,44252636,184225777,317712367,285610625,52034041,45594276,178975501,316832783,277093317,53569320,41149806,141572790,269147997,318849296,332608119,41171000,141760893,270065058,319701609,333473517,684822082,629019475,470458675,574514587,679229173,684822082,629019475,470458675,574514587,679229173,683219670,626293389,470494173,573369753,677068876,688590514,646520594,366169429,189215522,200141787,688878084,646553273,366149114,189129137,200060649
